Prob.BN2	Prob.EZB	Prob.MCD	Prob.N1	Prob.SDT	Prob.A53
0.06231065437047925	0.018124240409614387	0.02472901940264988	0.07645806771443531	0.005869864883438161	0.0031513903513638677
0.06309409815562904	0.026960571037278693	0.9302644964914075	0.07645806771443531	0.0011228155167466263	0.003146182756855579
0.999908402517792	0.008292223310953731	0.7762684232937342	0.07645806771443531	0.7143943161190166	0.0011221698423885648
0.012611377098927392	0.008292223310953731	2.007293268169942e-05	0.07645806771443531	0.005882134996971367	0.02462439650958898
0.012611377098927392	0.018124240409614387	2.007293268169942e-05	0.07645806771443531	0.0247987942588678	0.0019293917152323407
0.012611377098927392	0.028906756989371507	8.65092550625649e-05	0.07645806771443531	0.0011228155167466263	0.0012444896401950358
0.012611377098927392	0.05737139701291052	0.0020845559005709833	0.07645806771443531	0.0011228155167466263	0.003614428460959301
0.012611377098927392	0.008292223310953731	0.07368005591358247	0.07645806771443531	0.0011228155167466263	0.999801600528783
0.16820028840145607	0.026960571037278693	0.7075313574238138	0.07645806771443531	0.020358781154583866	0.0002619820701139268
0.06359134325154668	0.008292223310953731	0.9999926383166398	0.07645806771443531	0.0022205428425468333	0.7779351594370819
0.9052739901139815	0.008292223310953731	4.3529986322030454e-05	0.9961576857231562	0.0011228155167466263	0.0002619820701139268
0.1773996130078054	0.018124240409614387	0.0027102924297027174	0.07645806771443531	0.0011228155167466263	0.0002619820701139268
0.06359134325154668	0.008292223310953731	0.03249032669201303	0.07645806771443531	0.0011228155167466263	0.36342776321944165
0.8183668270763738	0.028906756989371507	2.007293268169942e-05	0.07645806771443531	0.0011228155167466263	0.0031513903513638677
0.44457064097672205	0.008292223310953731	0.13463338197492125	0.07645806771443531	0.004394149059295685	0.0009552642840583701
0.31308298241667426	0.07803775422703749	0.9999789761930253	0.07645806771443531	0.005882134996971367	0.49398446077164126
0.012611377098927392	0.008292223310953731	0.9999984868753828	0.07645806771443531	0.748721605035949	0.008232850747515784
0.6258874224596214	0.3924968628156034	0.0002487974458533676	0.07645806771443531	0.02265804529086811	0.0019293917152323407
0.6613741921072568	0.008292223310953731	0.05085124302281337	0.07645806771443531	0.0022205428425468333	0.9999947276538026
0.9783167872210435	0.9757514829918386	2.007293268169942e-05	0.07645806771443531	0.0011228155167466263	0.08516228405061999
0.012611377098927392	0.008292223310953731	0.02555195341721935	0.07645806771443531	0.005869864883438161	0.03524924728999983
0.0538101932450947	0.008292223310953731	0.8560314644886331	0.07645806771443531	0.00850470265519795	0.9999999999999921
0.28260327121287	0.9996152813452923	0.00038427522122884726	0.07645806771443531	0.06854296968097005	0.0002619820701139268
0.012611377098927392	0.026960571037278693	0.0017821433031571419	0.07645806771443531	0.005869864883438161	0.0018481250306032677
0.10094228099739896	0.008292223310953731	0.007235400909034836	0.07645806771443531	0.0011228155167466263	0.0012444896401950358
0.06231065437047925	0.008292223310953731	0.0008818971532902943	0.9961576857231562	0.0011228155167466263	0.03453768286763289
0.2266527326917865	0.12761729130751104	0.99990842163816	0.07645806771443531	0.0011228155167466263	0.0002619820701139268
0.032985751438644885	0.05764094111233435	0.9999118056842571	0.07645806771443531	0.00444012752782027	0.002457821116793946
0.9899569679848048	0.008292223310953731	0.00012051349465913061	0.07645806771443531	0.005882134996971367	0.8432193191506275
0.11597564920780219	0.008292223310953731	0.0003723133999264251	0.07645806771443531	0.0011228155167466263	0.9999748422067156
0.9659546449427201	0.028906756989371507	0.00012051349465913061	0.07645806771443531	0.424770036898942	0.0002619820701139268
0.18756245835622332	0.008292223310953731	0.0007663455514205535	0.07645806771443531	0.007520327153927255	0.001124031047190927
0.012611377098927392	0.008292223310953731	0.9999969529664249	0.07645806771443531	0.007592231037675221	0.0002619820701139268
0.07038678727970778	0.0903150250648154	0.0023973795678906696	0.07645806771443531	0.0011228155167466263	0.001137107185171655
0.02459565168374115	0.008292223310953731	0.999784787129552	0.07645806771443531	0.011180595364232833	0.9993715880653644
0.06231065437047925	0.05687181349548025	0.6174557200474914	0.07645806771443531	0.9999999600252181	0.007432496806780371
0.9992324241733515	0.008292223310953731	0.7709468213632581	0.07645806771443531	0.016475051277687804	0.0002619820701139268
0.02459565168374115	0.026830411568439544	0.9999878413574131	0.07645806771443531	0.3543452065954083	0.0002619820701139268
0.06359134325154668	0.008292223310953731	0.7991935463849185	0.07645806771443531	0.0011228155167466263	0.009458638346862239
0.03325413447194583	0.018124240409614387	0.0007063032440823413	0.07645806771443531	0.0011228155167466263	0.004459601414435344
0.012611377098927392	0.043037581890893586	0.17680781798074724	0.07645806771443531	0.0011228155167466263	0.007636604402072784
0.06231065437047925	0.062147143729826465	0.44539560629026453	0.07645806771443531	0.0048022266044252205	0.0011221698423885648
0.1632062511824892	0.018124240409614387	0.06380148463259629	0.9961576857231562	0.0011228155167466263	0.0009552642840583701
0.8791774592030858	0.008292223310953731	0.2574342871057918	0.07645806771443531	0.0011228155167466263	0.0019085069896936243
0.7285040844041728	0.16718456782857058	0.08218251006408388	0.07645806771443531	0.0011228155167466263	0.009108190740715985
0.012611377098927392	0.07076038211471151	0.9785941635924856	0.07645806771443531	0.0048022266044252205	0.9999999999998266
0.36177544682577517	0.018124240409614387	0.9999999962061468	0.07645806771443531	0.018653536314255856	0.01863061056212262
0.03325413447194583	0.028906756989371507	0.09066732703460896	0.07645806771443531	0.00850470265519795	0.005528252382761199
0.9999524078272446	0.008292223310953731	2.007293268169942e-05	0.07645806771443531	0.0011228155167466263	0.0013699728178756699
0.032985751438644885	0.008292223310953731	0.07342893192087546	0.07645806771443531	0.05247194032098012	0.007875205272719541
0.012611377098927392	0.1296982753333535	0.9854392618899411	0.07645806771443531	0.0011228155167466263	0.0002619820701139268
0.012611377098927392	0.018124240409614387	0.35340025202901293	0.07645806771443531	0.0011228155167466263	0.012407962270906462
0.9999245391344584	0.49429156289017695	0.002969163961506245	0.07645806771443531	0.07921504088027782	0.0031513903513638677
