BN2.Full	EZB.Full	MCD.Full	N1.Full	SDT.Full	A53.Full
0	0	0.0247290194026499	0	0	0.00224143637375865
0.063094098155629	0	0.930264496491408	0	0	0.00223772908020461
0.999908402517792	0	0.776268423293734	0	0.714394316119017	0
0	0	0	0	0	0.0176220664319627
0	0	0	0	0.0247987942588678	0
0	0	0	0	0	0.00270991020440006
0	0.0573713970129105	0.00208455590057099	0	0	0.00257163149644599
0	0	0.0736800559135825	0	0	0.99972085230498
0.168200288401456	0	0.707531357423814	0	0.0203587811545838	0.00188861574650399
0.0635913432515467	0	0.99999263831664	0	0	0.840228324518489
0.905273990113981	0	0	0.996157685723156	0	0
0.177399613007805	0	0.00271029242970271	0	0	0
0.0635913432515467	0	0.032490326692013	0	0	0.288628048228627
0.818366827076374	0	0	0	0	0.00224143637375865
0.444570640976722	0	0.134633381974921	0	0	0
0.313082982416674	0.0780377542270375	0.999978976193025	0	0	0.409604021382946
0	0	0.999998486875383	0	0.748721605035949	0.00586485578862465
0.625887422459621	0.392496862815603	0.000248797445853368	0	0.0226580452908681	0.00661607563517237
0.661374192107257	0	0.0508512430228133	0	0	0.999992580493337
0.978316787221044	0.975751482991839	0	0	0	0.168705473164057
0	0	0.0255519534172193	0	0	0.0253064241596216
0	0	0.856031464488633	0	0	0.999999999999996
0.28260327121287	0.999615281345292	0.000384275221228847	0	0.0685429696809701	0
0	0	0.00178214330315714	0	0	0
0.100942280997399	0	0.00723540090903484	0	0	0
0	0	0.000881897153290294	0.996157685723156	0	0.0247928322435959
0.226652732691787	0.127617291307511	0.99990842163816	0	0	0.000186254228260986
0	0.0576409411123344	0.999911805684257	0	0	0
0.989956967984805	0	0	0	0	0.792611598837348
0.115975649207802	0	0.000372313399926426	0	0	0.999971825211328
0.96595464494272	0	0	0	0.424770036898942	0
0	0	0.000766345551420553	0	0	0.000799161123806767
0	0	0.999996952966425	0	0	0
0	0.0903150250648154	0.00239737956789067	0	0	0
0	0	0.999784787129552	0	0.0111805953642328	0.999115891969899
0	0.0568718134954802	0.617455720047491	0	0.999999960025218	0.0160640828014043
0.999232424173351	0	0.770946821363258	0	0	0
0	0	0.999987841357413	0	0.354345206595408	0
0.0635913432515467	0	0.799193546384919	0	0	0.00673913040607184
0	0	0.000706303244082341	0	0	0.0066790890728679
0	0	0.176807817980747	0	0	0.005438083985545
0	0	0.445395606290265	0	0	0
0.163206251182489	0	0.0638014846325963	0.996157685723156	0	0
0.879177459203086	0	0.257434287105792	0	0	0.004151748208405
0.728504084404173	0.167184567828571	0.0821825100640839	0	0	0.0258386837005775
0	0	0.978594163592486	0	0	0.999999999999756
0.361775446825775	0	0.999999996206147	0	0.0186535363142558	0.0133107623411821
0	0	0.090667327034609	0	0	0.00393469598919487
0.999952407827245	0	0	0	0	0.00298211727508963
0	0	0.0734289319208755	0	0.0524719403209801	0.00560893940985959
0	0.129698275333354	0.985439261889941	0	0	0
0	0	0.353400252029013	0	0	0.00884892872315377
0.999924539134458	0.494291562890177	0.00296916396150624	0	0.0792150408802778	0.00224143637375865
0.771987966274764	0	0.00057540395909247	0.996157685723156	0	0
0	0	0.00194299439494743	0	0.0356258714721304	0.999999999999954
0	0	0.000516819183150251	0	0	0.447339585833521
0	0	0.0058607763333276	0	0	0
0.506888798754791	0	0.999996959838157	0.235206457399188	0.0361202009920195	0
0	0	0.00927641459095831	0.99958192479658	0.203353797433104	0.00804433234614961
0	0	0.000160107654851208	0	0	0.00586485578862465
0	0	0.00644220840011413	0	0	0.999995402078833
0	0	0.00366594124625168	0	0	0.974979247083942
0.115975649207802	0	0.998660404568471	0	0	0.0113943323174034
0	0	0	0.996157685723156	0	0
0.439058898185059	0	0.0318385028823016	0	0	0
0	0	0.999877512882523	0	0.00866237974653808	0
0	0	0.00053388842413327	0	0	0.00586485578862465
0.169376126416845	0	0.641853722955406	0	0	0.999962368917309
0	0	0.999377191300904	0	0.0436438117332905	0
0.636891845413201	0.881722626395822	0	0	0	0
0.47422163491609	0	0.999999990209219	0	0	0.00176170252939124
0	0.0903150250648154	0.00291590098983857	0	0	0.999999999830044
0	0.0903150250648154	0.999855864274397	0	0	0
0	0	0	0	0	0
0.1153886998779	0	0.0398744867743696	0	0	0
0.319528887122512	0	0.976442973268951	0	0.2260281686885	0.382751430023449
0	0	0.997946893823916	0	0	0.000522972973996094
0.602204812054486	0	0.999999999433166	0	0.0226624780678863	0.118619567540909
0	0	0.223619295559515	0	0	0.99999929070852
0.781270652167855	0	0.999946311900282	0	0.537656938896892	0.00384471211488656
0	0	0	0	0	0
0	0	0	0.235206457399188	0	0.027236941221808
0	0	0.000721320659580673	0	0	0.999999975262382
0	0.946399459851128	0.00927641459095831	0.998962768332618	0.946905172440179	0.910918739201011
0	0	0.094836724608962	0	0	0.63209235721369
0	0	0.999469200309598	0	0	0.00562043550711908
0.150720724393814	0	0	0	0	0.00193923173612817
0	0	0.00271029242970271	0	0	0
0	0.999634333609941	0.366621679335897	0	0	0.00176170252939124
0.130042717565142	0	0.981528718044863	0	0	0
0	0	0.128665859314977	0	0	0
0.514776406865115	0	0.99990250970246	0	0	0
0.313082982416674	0	0.00113713451168492	0	0	0.00186685709468063
0	0	0.00165685567133848	0	0	0.999994211745525
0.0733972136594015	0.0897831216086075	0.307056270406121	0	0	0
0	0	0.985915844160497	0	0	0
0	0	0.0765013374878706	0	0	0
0	0	0.999965819592973	0	0.850826489862292	0.0275047235461604
0	0	0.17171694196903	0	0	0.952207870013091
0.201270648825759	0.0576409411123344	0.999998436548822	0	0.595545016771156	0.00652694188127258
0	0	0.0377999808534049	0.432938179205768	0.481670527516181	0
0	0.0533792274763881	0.308651583070747	0	0	0.0277529468592634
0.728504084404173	0.0533792274763881	0.00238692251493556	0	0.0489239712916594	0.859354675075737
0	0	0.00134630287659423	0	0	0
0.959085654298934	0	0.00385350804372777	0	0	0
0	0	0.00118860212766315	0	0	0.0263058403088983
0.130042717565142	0	0.999999997326246	0	0	0.999598810031337
0.418451876966314	0	0.99998912077375	0	0	0
0	0	0.999999978104695	0	0	0
0	0	0.302988177424812	0	0	0.00586485578862465
0	0	0	0	0	0.112949814229304
0.381528052095593	0	0.9155202665539	0	0.0984188120650431	0.999993699923813
0.999796284652274	0.127617291307511	0	0	0	0
0	0	0	0	0	0
0.953601569561871	0	0.97507842574925	0	0.0174724052044625	0.00961356734295845
0	0	0.423212868159395	0	0.0210021928897976	0.00649007143766165
0	0.262760809339565	0.0172891530706059	0	0	0.00498783597362974
0.238077358340085	0	0	0	0	0.999983386341518
0.998491522336424	0.521254524558624	0.0994162663545109	0	0.0281243155327355	0.000483528326946654
0.703377376673284	0	0.00208886820556677	0	0.0693062410033457	0
0.236560415191413	0	0.000502644175657676	0	0	0.0241906492675955
0	0	0.00429499315877586	0.996157685723156	0	0.00384471211488656
0	0	0.982731153747094	0	0	0.00238344764322792
0	0.299333363940288	0.0474701418139347	0	0	0.99999996595187
0.991952806493698	0	0.0020652244377052	0	0	0
0.192146969155784	0.326483931845773	0.458441231438077	0	0	0
0.154499024526056	0	0	0	0	0
0	0	0.00383894509677694	0	0	0
0	0	0.0184182660907295	0	0	0
0.169376126416845	0	0	0	0	0.0233934241411225
0	0	0.0465820123639813	0	0	0
0.379552410725119	0	0.99999592285697	0	0	0.00756759605976816
0.776700857873698	0	0.989654920505172	0	0.203690162425046	0
0	0	0.999998734979517	0	0.0156209841233104	0.00143319811742493
0	0.262760809339565	0.0130594753411906	0	0	0.00384394620483045
0	0	0.0019469757959982	0	0	0.999998934162597
0	0	0	0	0	0
0.959085654298934	0	0.00108581848961546	0	0	0.00419833144395084
0	0	0.00215902748349086	0	0	0.0017295478516999
0.99999486693075	0.0571391527132549	0.00136226569031805	0	0.022879572679828	0.598048303128647
0.71397280099947	0.127617291307511	0.0629117111106809	0	0.999999674435607	0.00137221144094441
0	0.0533792274763881	0.0358488494541672	0	0	0
0	0.0576409411123344	0.00128620403238266	0	0	0.999999998081231
0	0	0.999843614414824	0	0	0.0126812059302493
0.313082982416674	0	0.551251673262476	0	0	0
0	0.127617291307511	0.998487904459751	0	0.0478353648866213	0.000799161123806767
0	0	0.108151949516251	0	0	0
0	0	0	0	0	0.999978668042343
0.992905884443259	0	0.00528652667039122	0	0	0
0.979262639192865	0	0.00964605471111488	0	0	0
0	0	0.000213987297541988	0	0	0.99990225433319
0	0	0.0869399254336058	0	0.0282134791697722	0
0.383381643301275	0	0.607607002814522	0	0	0.458974219302565
0.368741338537664	0	0.00208886820556677	0.235206457399188	0.853829499455697	0
0.901636276033871	0	0.088956983443919	0	0	0
0.0635913432515467	0	0.00153304260731314	0	0.0226580452908681	0
0	0	0	0	0.0447760495867025	0
0.712874608407039	0	0.00735821704446384	0	0.558851305845506	0.426090412263642
0.999869530969715	0.127250979954943	0.169216116743868	0	0.228009073713382	0
0.842021795196867	0	0.0236495813600614	0	0.513808704106068	0.0939092597266614
0.361775446825775	0	0.999999999663548	0	0.843633320528952	0.00419749538576602
0.313082982416674	0	0.0675952678516987	0	0	0.0764311096760352
0.717432894278109	0	0.00558860268622831	0.235206457399188	0.733601493148508	0
0.361775446825775	0	0.99999993457848	0	0.289836952416494	0
0.907778641066363	0	0	0	0	0.00586368981200749
0	0.0529124559444727	0.00165864964813916	0.996157685723156	0.998531120851112	0
0	0	0	0	0	0
0.996506795842536	0	0.973992124570482	0	0.0213565319039313	0
0	0	0.0373404802794777	0	0	0
0	0	0.00271029242970271	0	0	0
0	0	0	0	0.0323650740222557	0
0	0	0.996984670339966	0	0	0.631543898906902
0	0	0.891488062477386	0	0.0204144379788223	0.486928109663027
0	0	0.999999999877713	0	0.897982129745803	0
0.999867840681001	0.404676047628757	0.0232543710315442	0	0.0255181157537382	0.00593157618013051
0.577806227282709	0	0.729208154246382	0	0	0
0	0.143911959770315	0.000535259836067091	0	0.0576378478317195	0.999986298421374
0.545684960437225	0	0.00606573538821412	0	0	0.0141732398330967
0	0	0.638105137424767	0	0	0.999879973663439
0	0	0.300415724236394	0	0	0
0	0	0.00168895674628693	0	0	0.786480750307885
0	0	0.999998061387143	0	0.225287925034265	0.0286858502853284
0	0.0616614860433731	0.012614999252772	0	0	0.0939262791710253
0	0	0.0110594641732376	0	0.0845938889087604	0.0272862406614455
0	0.308859908103487	0.0200670912945678	0	0	0
0	0	0	0	0	0
0	0.120791857339789	0.570897050739434	0	0	0.000186254228260986
0.383381643301275	0	0.00100647755605373	0	0	0
0	0	0.999989333114518	0	0.405102378044705	0.99997884907285
0	0	0.000242459994652112	0	0	0
0	0	0.0131868946861378	0	0.011554887205335	0.0395239688499102
0	0	0.0355658261194974	0	0	0.812606507812772
0	0.165897036507068	0.57324846634512	0	0.190042584964832	0
0.974955506108832	0	0.0244562081363016	0	0.0843970155759934	0
0	0	0.997377006351156	0	0	0
0	0	0.230159446602502	0.998962768332618	0	0
